marketplace,contract_address,token_id,quantity,buyer_address,seller_address,taker,transaction_hash,block_number,block_timestamp,price_token,price_amount,price_eth,datetime,date,time
seaport,0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,5401,1,0xd088184fd4c5397f543be0e58bee6caff7de12b0,0x52a89cca4b7711ee45ff65d92f238158efcbff71,BUYER,0xed2386e32afde711640c323a74b9754bf2cd0882dfd5bd1c14d6bac6b972457c,19473226,,ETH,5.51e+16,0.0551,,,
seaport,0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,2061,1,0xd088184fd4c5397f543be0e58bee6caff7de12b0,0x52a89cca4b7711ee45ff65d92f238158efcbff71,BUYER,0x190069e9103991743d4a1f9b9882667076d00595d5b97f4e4f38cf66784befe9,19473221,,ETH,5.51e+16,0.0551,,,
seaport,0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,8151,1,0xd088184fd4c5397f543be0e58bee6caff7de12b0,0x25b902199fba0a16555d2306d442339b1e972ff5,BUYER,0x98eb4f973d0623e97f4b7b459e1b07f9d58c1550f7142608d5e1aa8ff2ca4888,19473217,,ETH,5.605e+16,0.05605,,,
seaport,0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,3718,1,0xd088184fd4c5397f543be0e58bee6caff7de12b0,0x52a89cca4b7711ee45ff65d92f238158efcbff71,BUYER,0x581c6d00a2815fe4b6ccf3ad7ff0a83196514bf5adc39494aa825083f83de87e,19473214,,ETH,5.51e+16,0.0551,,,
seaport,0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,677,1,0xd088184fd4c5397f543be0e58bee6caff7de12b0,0xf1ec447cdf6c0e966c42f44a71bb4e2a5e8d3824,BUYER,0xfa81e95288cda2fbdb92eb4fc215123ecd0781044cb5d6a9fe7611e7f12abbed,19473211,,ETH,5.7e+16,0.057,,,
seaport,0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,939,1,0xd088184fd4c5397f543be0e58bee6caff7de12b0,0x25b902199fba0a16555d2306d442339b1e972ff5,BUYER,0x6a17fcc02047f60e588bcf4d9acc17bc7e40aed6a00b7fdb6aa86c6ac4673f12,19473207,,ETH,5.605e+16,0.05605,,,
seaport,0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,6039,1,0xdc1663023d579d7c2860db85aefd83029f70582d,0x52a89cca4b7711ee45ff65d92f238158efcbff71,BUYER,0x70a77006efc885edaab1c1b580c9c7dd2f76e0fc941efa9774cfe2533c0a9624,19472114,,ETH,5.51e+16,0.0551,,,
seaport,0x3d049adb773faddef681fbe565466c4f9736a009,605,1,0x028ebcb785f4b450c348c6943d68bf459615b719,0x4b433733e417d1c42a39b3306697930772377832,BUYER,0xdc74c0be04d492788b33c3541acfd507c52c1286e11cebf01668be061c2f5194,19465131,,ETH,9500000000000000.0,0.0095,,,
seaport,0x3d049adb773faddef681fbe565466c4f9736a009,4192,1,0x4ce64e1ce47806944e14732e513dcfdf996bc99e,0x4b433733e417d1c42a39b3306697930772377832,BUYER,0xd571792b63eeb11ce5843c98d73ba056c68c252cf016f9122ed4841f3d57cbf4,19451911,,ETH,1.235e+16,0.01235,,,
seaport,0x3d049adb773faddef681fbe565466c4f9736a009,114,1,0x53e42c67b2fe6090f14ea99369116403997f6e3c,0xbe9e8456a78ae159b5374ab918319b6cbf5a00ce,BUYER,0x8e322303c78d726d27eadf108417e3e63f873537dcee19462e19901296307d1e,19447689,,ETH,1.14e+16,0.0114,,,
seaport,0x3d049adb773faddef681fbe565466c4f9736a009,1525,1,0x26333677d10064774a52e38fca04ff3dc288776d,0xbe9e8456a78ae159b5374ab918319b6cbf5a00ce,BUYER,0x24e5c62f5cae0ad23f60096e008848323f806d31c3dee11a637cf5f7f9b430a4,19447465,,ETH,1.14e+16,0.0114,,,
seaport,0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,9990,1,0x370a45da85e2579e841bbe6b510e8abd7f92e7e1,0x0fdd0be6b01ac24b8d7435dbe3d6552063392ad9,BUYER,0x543412e697af92eda4f09c40fe117d2dae96ffcab88e8e563af874aaa4709a3e,19446674,,ETH,9.5e+16,0.095,,,
seaport,0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,6177,1,0x38bea4f57c90e25cde2c783f26d4db8b3ff213cd,0x25b902199fba0a16555d2306d442339b1e972ff5,BUYER,0x9003d6323fce7fa8d49a5ed4c26acf902ef3981e33d2f76956c5cb9c51d4e67b,19442385,,ETH,5.605e+16,0.05605,,,
seaport,0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,2154,1,0xbe8bcae1728740fa3740f09a69dbbae8eb2893e2,0x25b902199fba0a16555d2306d442339b1e972ff5,BUYER,0xb1d3a49de38d0d621a322746fa57059e9505ef78e15ea819bb06eb1dfe7cff0e,19439813,,ETH,5.605e+16,0.05605,,,
seaport,0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,6990,1,0x316186a4751cefccc83466c29a5414b1e0ae3060,0x0fdd0be6b01ac24b8d7435dbe3d6552063392ad9,BUYER,0x38605f6d1121b419365ea927323347ea087aa66f2d81d1afa4f812888ed7a69f,19436007,,ETH,5.795e+16,0.05795,,,
seaport,0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,9589,1,0x6f70a7763f329bb858907a1f762095e53159dcb4,0x0fdd0be6b01ac24b8d7435dbe3d6552063392ad9,BUYER,0x8a237d1eb5c6277e4f9c2486407c94d22aaf6d6aa881954eac01292dbf4dd5ed,19432629,,ETH,5.795e+16,0.05795,,,
seaport,0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,4757,1,0x6f70a7763f329bb858907a1f762095e53159dcb4,0xa6c4fd79d2aa13baf7befc5cfd4631f24691c8b4,BUYER,0x06903ffd57c0d6b4799470d72806bac66d65c0d71d060cb39d79c3da395ca2ab,19432627,,ETH,5.7e+16,0.057,,,
seaport,0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,3416,1,0x6f70a7763f329bb858907a1f762095e53159dcb4,0x44ea2aa318fcfaf768f99f113a880a7d339e7377,BUYER,0xbcf69c6c838c95610620af7182b0164f250c050315d9a297f17ddf69d49216db,19432616,,ETH,5.7e+16,0.057,,,
seaport,0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,5848,1,0x127f32b9b3c178943339cb37e5256c287621ce5a,0x52a89cca4b7711ee45ff65d92f238158efcbff71,BUYER,0x1117056efa2132daeac75da1c3d0941f377f846c61e161ed381cbda4a51a5fec,19424200,,ETH,5.795e+16,0.05795,,,
seaport,0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,2534,1,0x4ce64e1ce47806944e14732e513dcfdf996bc99e,0x52a89cca4b7711ee45ff65d92f238158efcbff71,BUYER,0x84f4396516a13b3d45398d56c5b63bd907e19b8b6ebd747a3d283011b482e141,19423127,,ETH,5.795e+16,0.05795,,,
seaport,0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,2903,1,0x127f32b9b3c178943339cb37e5256c287621ce5a,0x44ea2aa318fcfaf768f99f113a880a7d339e7377,BUYER,0x9b8dde5f38d593279261e22b6d43eef84ec53bc9093bc41f8fc058fe38c8a5c4,19418054,,ETH,5.795e+16,0.05795,,,
seaport,0x3d049adb773faddef681fbe565466c4f9736a009,6650,1,0x22332faef5fc8698bbe68bcbf4075924fe94aaf5,0x4f8553d2678ed0fe2c580f0bc16a64c67227e0f8,BUYER,0x1215d809893230d939799956a252bce6c0e6d7a915cbb1a02576b038ee283e3c,19416576,,ETH,1.33e+16,0.0133,,,
seaport,0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,431,1,0x84a97fdc9bdb75223b8a1d2328ec234b4f5eefae,0x4f8553d2678ed0fe2c580f0bc16a64c67227e0f8,BUYER,0x7d7d27164dc0c642fa02470e2cd56e49a270190b4c37af32f6036fcbcbd0e00f,19409393,,ETH,5.985e+16,0.05985,,,
seaport,0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,6480,1,0x84a97fdc9bdb75223b8a1d2328ec234b4f5eefae,0x0fdd0be6b01ac24b8d7435dbe3d6552063392ad9,BUYER,0x844afff7d8321624ce894aaada9b8237869e72bad39ce8d4712d74bcf9f62d84,19401841,,ETH,5.985e+16,0.05985,,,
seaport,0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,5259,1,0x119029b83bab35561f5337edaddafab3628d1b19,0x44ea2aa318fcfaf768f99f113a880a7d339e7377,BUYER,0x65740add9d7616bc706f6ace310e57263245cc0c36eacb8d2e2836c3cc5fce33,19396897,,ETH,6.175e+16,0.06175,,,
seaport,0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,6873,1,0xd088184fd4c5397f543be0e58bee6caff7de12b0,0x44ea2aa318fcfaf768f99f113a880a7d339e7377,BUYER,0x648eed60c9e9f87489703a17759319c411f51cd4fb3116bc6bd7ed44c6ae8e8e,19394312,,ETH,6.365e+16,0.06365,,,
seaport,0x9e8bc2765c8c06ae7ec358dd916a35124bb2bef3,1245,1,0x6afac9e639ac678d0f75d711d4a16f7c0de35e1c,0x257f75c99d45218bc1eb918c302e0c3e64ff2f9d,BUYER,0xcb06c6b9f5219b4dba8410bd380bbc319a64491492fbafcd18a4bf76c3b1e5c9,19392652,,ETH,6.125e+16,0.06125,,,
seaport,0x3d049adb773faddef681fbe565466c4f9736a009,97,1,0x62f39f34ca9b699f1e002b168b254a78567bbdb0,0xef81e8dacbe7dfd4a3869c59e0fdf6871c2109cb,BUYER,0xcb3a31d84fe403ab8db8480ddeb4b5f561d17b16c4f8543065fb006c6e64a5a7,19368460,,ETH,1.52e+16,0.0152,,,
seaport,0x3d049adb773faddef681fbe565466c4f9736a009,1100,1,0x62f39f34ca9b699f1e002b168b254a78567bbdb0,0xef81e8dacbe7dfd4a3869c59e0fdf6871c2109cb,BUYER,0x237658ebb9be05331809dec293d708151357a9fb2a3af774719728038e7eb0b9,19368447,,ETH,1.52e+16,0.0152,,,
seaport,0x3d049adb773faddef681fbe565466c4f9736a009,6010,1,0x62f39f34ca9b699f1e002b168b254a78567bbdb0,0xbe9e8456a78ae159b5374ab918319b6cbf5a00ce,BUYER,0xfff2a64153239f2ea35dd5bf9c2ad5bc0ef7c094a670795a7b4b566e1c25b324,19368435,,ETH,1.425e+16,0.01425,,,
seaport,0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,6042,1,0x26333677d10064774a52e38fca04ff3dc288776d,0x52a89cca4b7711ee45ff65d92f238158efcbff71,BUYER,0xd826669246db51ad48b3aa8029a54bd685768fce4bf5e8f5bbd3b93e44f1f43c,19362056,,ETH,6.84e+16,0.0684,,,
seaport,0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,1179,1,0xe891732fc673a8dfc72cdf9b4be6472b14a8246f,0x52a89cca4b7711ee45ff65d92f238158efcbff71,BUYER,0x35842880531f16d381443cf8cbd960626757cd7f42f140e9b0885157a3799905,19360381,,ETH,6.84e+16,0.0684,,,
seaport,0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,1905,1,0x9f5ceeeb24134a5e621b8b1133c9d53c5c94d20d,0x52a89cca4b7711ee45ff65d92f238158efcbff71,BUYER,0xb45fd3c50fea3b13be5c4a94715d98c12f66c0307f4696fcde379bc153a160ec,19359065,,ETH,6.84e+16,0.0684,,,
seaport,0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,440,1,0x119029b83bab35561f5337edaddafab3628d1b19,0x52a89cca4b7711ee45ff65d92f238158efcbff71,BUYER,0x3a723c4ef614dbf942446313d22f2272710ab9bf220da21244f6c78ed30579f8,19352808,,ETH,6.84e+16,0.0684,,,
seaport,0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,1933,1,0x38bea4f57c90e25cde2c783f26d4db8b3ff213cd,0x25b902199fba0a16555d2306d442339b1e972ff5,BUYER,0xb81bfe4182ae6af28b350fb88df6125d286c25366a5d112b06040b9f5d343947,19349396,,ETH,6.65e+16,0.0665,,,
seaport,0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,5903,1,0xce1da0b37b4b6c3c8988481dabafe58096c8f625,0x25b902199fba0a16555d2306d442339b1e972ff5,BUYER,0xd0f9eea00a7f78613b68ea3c1776ad82d89ae4b3ebfbde82e3bffd0bd9ab373f,19348686,,ETH,6.65e+16,0.0665,,,
seaport,0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,5292,1,0x22ec5875918977e6a63ddec3d7f20f1ac718fc66,0x25b902199fba0a16555d2306d442339b1e972ff5,BUYER,0xff052d249127c08a5bb7caecf284d21b3da8d88aaed569fd0bc405bf744a0261,19348434,,ETH,6.65e+16,0.0665,,,
seaport,0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,4967,1,0x84a97fdc9bdb75223b8a1d2328ec234b4f5eefae,0xed8f986c509c1d8d3606104e28b32f591f114fcc,BUYER,0x3f7952caf7f93f55b3241e694cfbfd605963d72245bd99fff5e876130e470fa7,19347619,,ETH,7.125e+16,0.07125,,,
seaport,0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,7926,1,0x84a97fdc9bdb75223b8a1d2328ec234b4f5eefae,0xbd221c6b9b7278635e2dc629c744d1c74c365f35,BUYER,0x5ecb194c28233f808dbb788a7f068527041cf8b737d53670f6196f8654613c86,19340145,,ETH,7.6e+16,0.076,,,
seaport,0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,4322,1,0x84a97fdc9bdb75223b8a1d2328ec234b4f5eefae,0x25b902199fba0a16555d2306d442339b1e972ff5,BUYER,0x297c36ca708f2f5d1780d5ca3513ecd6379791c4db12647d613b1b59885db45d,19340137,,ETH,6.65e+16,0.0665,,,
seaport,0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,3941,1,0x119029b83bab35561f5337edaddafab3628d1b19,0x25b902199fba0a16555d2306d442339b1e972ff5,BUYER,0xb6a1ca2ae956444ee4dcec49b6e8ab50f0279474a5f049586b1e44cf86a59afe,19340067,,ETH,6.65e+16,0.0665,,,
seaport,0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,940,1,0xd088184fd4c5397f543be0e58bee6caff7de12b0,0x25b902199fba0a16555d2306d442339b1e972ff5,BUYER,0x052c37b25a107090513f07a782380b9cfe1f7bc95e8d56815dc1c0a97995fb8c,19339983,,ETH,6.65e+16,0.0665,,,
seaport,0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,1938,1,0x84a97fdc9bdb75223b8a1d2328ec234b4f5eefae,0x25b902199fba0a16555d2306d442339b1e972ff5,BUYER,0xd8c09f54e1b349c8a08be2c143cb5345290505bae5bfb6fd6b6521619f8969f9,19339921,,ETH,6.65e+16,0.0665,,,
seaport,0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,4551,1,0x84a97fdc9bdb75223b8a1d2328ec234b4f5eefae,0xbd221c6b9b7278635e2dc629c744d1c74c365f35,BUYER,0x45632f44027fed72b451d0e21fe528d67c2532d4d9f226afb95a277944c76049,19339237,,ETH,7.6e+16,0.076,,,
seaport,0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,1937,1,0x119029b83bab35561f5337edaddafab3628d1b19,0x25b902199fba0a16555d2306d442339b1e972ff5,BUYER,0x76b080ac89c9b795bb4a9d83b9ab44cf9bb0260ac22ef457452a25e73550daea,19339196,,ETH,6.65e+16,0.0665,,,
seaport,0x3d049adb773faddef681fbe565466c4f9736a009,572,1,0x62f39f34ca9b699f1e002b168b254a78567bbdb0,0xef81e8dacbe7dfd4a3869c59e0fdf6871c2109cb,BUYER,0xa2d64adeceb355f1d2520b4eeec8986a175e807ff2f1abe521040e189ae25151,19335724,,ETH,1.71e+16,0.0171,,,
seaport,0x3d049adb773faddef681fbe565466c4f9736a009,4386,1,0x62f39f34ca9b699f1e002b168b254a78567bbdb0,0x4b433733e417d1c42a39b3306697930772377832,BUYER,0xf1cffad5cab5e17d83fe4a83b1e9239b18b7531c4fe042550b8ffadf0223a96a,19335722,,ETH,1.52e+16,0.0152,,,
seaport,0x3d049adb773faddef681fbe565466c4f9736a009,6680,1,0x62f39f34ca9b699f1e002b168b254a78567bbdb0,0x4b433733e417d1c42a39b3306697930772377832,BUYER,0x4084c9fb857cd5303d721a2f08f7bbaf24afa5da03be1f1dd11c855e2692f650,19335720,,ETH,1.52e+16,0.0152,,,
seaport,0x3d049adb773faddef681fbe565466c4f9736a009,433,1,0x62f39f34ca9b699f1e002b168b254a78567bbdb0,0xef81e8dacbe7dfd4a3869c59e0fdf6871c2109cb,BUYER,0x661b216c789289257f39c35da2c3354034c3576558e2010346e89e294c17f52b,19335719,,ETH,1.71e+16,0.0171,,,
seaport,0x3d049adb773faddef681fbe565466c4f9736a009,7896,1,0x62f39f34ca9b699f1e002b168b254a78567bbdb0,0x4b433733e417d1c42a39b3306697930772377832,BUYER,0xa059188e0286bf702ccfe8e75089c70479cdf5b270c9b9a61ed342c8b1e510cf,19335717,,ETH,1.805e+16,0.01805,,,
seaport,0x3d049adb773faddef681fbe565466c4f9736a009,185,1,0x62f39f34ca9b699f1e002b168b254a78567bbdb0,0xef81e8dacbe7dfd4a3869c59e0fdf6871c2109cb,BUYER,0xbbba69a420df1ce79a89316f7408d1ba88c18b9a081583af9e45b2045eb43aca,19335716,,ETH,1.9e+16,0.019,,,
seaport,0x3d049adb773faddef681fbe565466c4f9736a009,5668,1,0x62f39f34ca9b699f1e002b168b254a78567bbdb0,0x207d16ad44f0f437ae05162cd2152f2c6d0e025f,BUYER,0x43dd1a090293e6e1f68f0e817929a9d0039d0f5630d52b2180061579548e84b3,19335644,,ETH,1.615e+16,0.01615,,,
seaport,0x3d049adb773faddef681fbe565466c4f9736a009,3266,1,0x62f39f34ca9b699f1e002b168b254a78567bbdb0,0x207d16ad44f0f437ae05162cd2152f2c6d0e025f,BUYER,0xb3b7e941e5ac0a37295921add371a358ace242c082ebbe4d5d400ef1efe62a3b,19335642,,ETH,1.615e+16,0.01615,,,
seaport,0x3d049adb773faddef681fbe565466c4f9736a009,468,1,0x62f39f34ca9b699f1e002b168b254a78567bbdb0,0xef81e8dacbe7dfd4a3869c59e0fdf6871c2109cb,BUYER,0x4e53b0f76ddd86f8c45d1db50663c4a7348d3e9cce85b083a1b8d28aaa47d1cb,19335641,,ETH,1.71e+16,0.0171,,,
seaport,0x3d049adb773faddef681fbe565466c4f9736a009,1338,1,0x62f39f34ca9b699f1e002b168b254a78567bbdb0,0x6b6a279a4e0d6f4ec57b6105ad3307584280ff29,BUYER,0xb046439e96087dd0a26225f1f1c56797b90486e3a640e0e394876eb651c52cf3,19335629,,ETH,1.425e+16,0.01425,,,
seaport,0x3d049adb773faddef681fbe565466c4f9736a009,9521,1,0x95c1ce73cd92f0e7c1c02bd52a92097c276f086c,0x6b6a279a4e0d6f4ec57b6105ad3307584280ff29,BUYER,0x52262de22be9affc98a7b1a2b372686041747e5b5a0fcc7837f91a0faf424e1c,19330185,,ETH,1.425e+16,0.01425,,,
seaport,0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,2548,1,0xd088184fd4c5397f543be0e58bee6caff7de12b0,0x25b902199fba0a16555d2306d442339b1e972ff5,BUYER,0xd5393e124e262ff17d4abcde095d639550358fa3569c6372f9d11c2d74fa6714,19329273,,ETH,7.505e+16,0.07505,,,
seaport,0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,3754,1,0x84a97fdc9bdb75223b8a1d2328ec234b4f5eefae,0x52a89cca4b7711ee45ff65d92f238158efcbff71,BUYER,0xb79eb9b0867ae5ecb0415be33f53d276f022223db66c9cc809376b9d4da18924,19327899,,ETH,7.6e+16,0.076,,,
seaport,0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,2995,1,0x84a97fdc9bdb75223b8a1d2328ec234b4f5eefae,0x52a89cca4b7711ee45ff65d92f238158efcbff71,BUYER,0xc560e53d988f7e79c4cdb7b94e8f228a8868b55a2e183e79bb03c2a92e4095fd,19327761,,ETH,7.6e+16,0.076,,,
seaport,0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,6491,1,0x119029b83bab35561f5337edaddafab3628d1b19,0x25b902199fba0a16555d2306d442339b1e972ff5,BUYER,0xb4396b46b6d656b5c701da6a7126f4a24232916f3510c3b965866b3f0dd1399b,19322430,,ETH,7.6e+16,0.076,,,
seaport,0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,9256,1,0x119029b83bab35561f5337edaddafab3628d1b19,0x25b902199fba0a16555d2306d442339b1e972ff5,BUYER,0xb39c694a3a3b7543c31b0d370b40399613c4858e21b571a6436884cabcf82190,19303471,,ETH,8.93e+16,0.0893,,,
seaport,0x3d049adb773faddef681fbe565466c4f9736a009,8414,1,0x62f39f34ca9b699f1e002b168b254a78567bbdb0,0x4b433733e417d1c42a39b3306697930772377832,BUYER,0x41d5363fb295956fcbf00676d2fc2b07b2a6023429a965494bf4a712881aea8f,19296824,,ETH,1.805e+16,0.01805,,,
seaport,0x3d049adb773faddef681fbe565466c4f9736a009,5945,1,0x36090228c657779563cfe39113babf97579e3e57,0x4b433733e417d1c42a39b3306697930772377832,BUYER,0x8e20488a54f28420a3a5e49a8f49b284d396de81585cb4dbec117f0f4aba90fd,19295835,,ETH,1.805e+16,0.01805,,,
seaport,0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,1297,1,0x2547bf1c0e6f6e92a97f1f9d473bf9f397ec8151,0x36090228c657779563cfe39113babf97579e3e57,BUYER,0x78a428ee14f637bd21e22120e331f85377435055a6a63f051074057a3f578952,19295130,,ETH,1.71e+17,0.171,,,
seaport,0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,8370,1,0x119029b83bab35561f5337edaddafab3628d1b19,0x25b902199fba0a16555d2306d442339b1e972ff5,BUYER,0x48a7309cf68de623767db67f3e8e35105bd6f6a9bd37837fabe633c68212aebb,19283611,,ETH,8.455e+16,0.08455,,,
seaport,0x3d049adb773faddef681fbe565466c4f9736a009,2751,1,0x62f39f34ca9b699f1e002b168b254a78567bbdb0,0x725832071a023c04587aa1d305936b7591354aa4,BUYER,0xe4a9fdee0435874ace37480b1533b22b4ec104ec977cd577c06671a74dccf9b8,19282394,,ETH,1.9e+16,0.019,,,
seaport,0x3d049adb773faddef681fbe565466c4f9736a009,3,1,0x62f39f34ca9b699f1e002b168b254a78567bbdb0,0x567b779b80e2f156d1d1fbcee2fec412ce11b71c,BUYER,0xe9a71e4bbd044d8a29dcdcc8cb5ccd8895328385a064b679e89e5db1a7087923,19282383,,ETH,1.995e+16,0.01995,,,
seaport,0x3d049adb773faddef681fbe565466c4f9736a009,3859,1,0x62f39f34ca9b699f1e002b168b254a78567bbdb0,0x567b779b80e2f156d1d1fbcee2fec412ce11b71c,BUYER,0xbd6ba40e05f970186a82d9bea7de1deb55877a0db20e13ebcfa88f995921c3d4,19282379,,ETH,1.995e+16,0.01995,,,
